feature,significant,occurrences,auc,weight/importance,wt_low,wt_high,OR,OR_low,OR_high,OR_adj,OR_adj_low,OR_adj_high,Top1CorrFeat,Top1CorrVal,Top2CorrFeat,Top2CorrVal,Top3CorrFeat,Top3CorrVal,Top4CorrFeat,Top4CorrVal,Top5CorrFeat,Top5CorrVal,Top6CorrFeat,Top6CorrVal,Top7CorrFeat,Top7CorrVal,Top8CorrFeat,Top8CorrVal,Top9CorrFeat,Top9CorrVal,Top10CorrFeat,Top10CorrVal
Vital: BMI-avg5to7,True,1341,0.6325752447994223,8.983232112399713e-05,-8.535645956643219e-05,0.00026502110181442646,1.832214765100671,1.456332788502546,2.3051125209538865,1.0000898363561679,0.9999146471831926,1.000265056223009,Diagnosis:9ccs138:Esophgeal dx,-0.0973141605205431,Diagnosis:9ccs128:Asthma,0.09236872081243006,Diagnosis:9ccs95:Oth nerv dx,-0.08581154075020826,Diagnosis:9ccs143:Abdom hernia,0.0846775109595536,Diagnosis:9ccs204:Ot joint dx,0.0797299140957389,Diagnosis:9ccs59:Anemia,0.06759062825500589,Diagnosis:9ccs2611:E Codes: Natural/environment,0.06267368107209945,Diagnosis:9ccs92:Otitis media,0.058056092098789876,Newborn Diagnosis:9ccs218:Liveborn,0.057597492078704814,Newborn Diagnosis:9ccs0:No DX,-0.05587849021089901
Vital: Ht-avg1to3,True,1374,0.5277063309417445,8.61385165322545e-05,-8.184669739691019e-05,0.0002541237304614192,1.4771406920939631,1.17435684510815,1.8579911492225267,1.0000861422265608,0.9999181566519526,1.000254156022632,Newborn Diagnosis:9ccs219:Low birth wt,-0.2896933595277628,Diagnosis:9ccs219:Low birth wt,-0.22537623425748976,Newborn Diagnosis:9ccs221:Resp distres,-0.14608500318686998,Newborn Diagnosis:9ccs10:Immuniz/scrn,0.12634364474405338,Newborn Diagnosis:9ccs256:Exam/eval,-0.10765084660683721,Newborn Diagnosis:9ccs253:Allergy,-0.10633576282740131,Newborn Diagnosis:9ccs222:Perint jaund,-0.09886898905831257,Lab:297262 HEMOGLOBIN (HEMOCUE),0.0948824830424384,Diagnosis:9ccs254:Rehab,-0.08499228692224223,Diagnosis:9ccs2:Septicemia,0.07793041799769228
Vital: BMI-avg0to1,True,1349,0.5843599115563376,7.988861043306275e-05,-7.590819051458973e-05,0.0002356854113807152,1.5255411255411255,1.2133665413928885,1.9180318941757528,1.0000798918016132,0.9999240946904392,1.0002357131873694,Newborn Diagnosis:9ccs219:Low birth wt,-0.26837184321605,Diagnosis:9ccs219:Low birth wt,-0.21219212614130467,Newborn Diagnosis:9ccs221:Resp distres,-0.09392891690711645,Newborn Diagnosis:9ccs222:Perint jaund,-0.09179601389418993,Lab:297262 HEMOGLOBIN (HEMOCUE),0.09012630389872384,Newborn Diagnosis:9ccs10:Immuniz/scrn,0.07727632126041668,Newborn Diagnosis:9ccs256:Exam/eval,-0.07196451855289047,Diagnosis:9ccs216:Nerv cong an,-0.07142178152386294,Diagnosis:9ccs198:Ot infl skin,0.06926051209015978,Newborn Diagnosis:9ccs252:Fatigue,0.061272263630935124
Vital: Ht-gain10to16,False,1442,0.4993005730788322,-7.932593190284794e-05,-0.00023402541103586134,7.537354723016544e-05,0.8366147422514855,0.657549220612321,1.0644438545615462,0.9999206772143157,0.9997660019707746,1.0000753763878873,Number of Visits,0.06884743721946956,Diagnosis:9ccs214:GI cong anom,0.06733567517266455,Lab:292495 LEAD LEVEL - Sunrise,0.06248234245478617,Diagnosis:9ccs86:Cataract,0.05960559569544883,Diagnosis:9ccs230:Fx leg,-0.053419961170056235,Diagnosis:9ccs243:Poisn nonmed,-0.052896516945312194,Diagnosis:9ccs98:HTN,-0.052868435617063766,Newborn Diagnosis:9ccs162:Ot dx bladdr,-0.051474129443768175,Newborn Diagnosis:9ccs58:Ot nutrit dx,-0.05100936071933629,Diagnosis:9ccs142:Appendicitis,-0.050079823270472536
Vital: Wt for Len Percentile-gain5to10,False,1318,0.557691439916971,6.0925706938760735e-05,-0.0012069721941040561,0.0013288236079815774,0.9824233716475096,0.7783196572599967,1.240050501303029,1.0000609275629473,0.9987937559038739,1.0013297068852687,Lab:294205 TSH REFLEX TO FT4 - LMC,-0.06751883551366146,Diagnosis:9ccs181:Ot preg comp,0.05878657114488803,Newborn Diagnosis:9ccs162:Ot dx bladdr,0.05449050578804509,Lab:295490 17 HYDROXYPROGESTERONE - LMC,0.05348334855671976,Lab:292405 17-HYDROXYPROGESTERONE - Sunrise,-0.05348334855671976,Lab:306605 BILIRUBIN DIRECT - Sunrise,-0.051668823835412,Diagnosis:9ccs197:Skin infectn,-0.050611966282843444,Diagnosis:9ccs204:Ot joint dx,-0.04900642744667902,Diagnosis:9ccs125:Bronchitis,0.048775107181931315,Lab:294147 FREE T4 - LMC,0.047987392023112765
Vital: Wt for Length ZScore-gain10to16,False,1500,0.5148684626145029,6.044895668316154e-05,-9.359658041479055e-05,0.00021449449378111362,1.1811886174767061,0.941049257188417,1.48260735492742,1.000060450783758,0.9999064077996085,1.00021451749937,Diagnosis:9ccs72:Anxiety dx,-0.059017722615245655,Diagnosis:9ccs56:Cystic fibro,0.05884002097556324,Newborn Diagnosis:9ccs62:Coag/hemr dx,0.05770357505793118,Newborn Diagnosis:9ccs95:Oth nerv dx,0.054496079611813644,Diagnosis:9ccs113:Late eff CVD,-0.05365932563083098,Diagnosis:9ccs8:Oth infectns,0.05284620891047144,Diagnosis:9ccs125:Bronchitis,-0.04598613788339523,Diagnosis:9ccs256:Exam/eval,0.04542386302189538,Lab:292147 TSH - Sunrise,-0.045145066148823465,Lab:292495 LEAD LEVEL - Sunrise,-0.0439154307542116
Diagnosis:9ccs10:Immuniz/scrn,False,1428,0.45548486079148054,-4.313174175207714e-05,-0.0001272462024724111,4.09827189682568e-05,0.9613612629768413,0.7198361335405334,1.2839248196761792,0.9999568691884081,0.9998727618929822,1.0000409835587714,Diagnosis:9ccs10:Immuniz/scrn,1.0,Diagnosis:9ccs255:Social admin,0.4719920521916804,Diagnosis:9ccs126:Ot up rsp in,0.30913409871492115,Number of Visits,0.2598637446878615,Diagnosis:9ccs7:Viral infect,0.2425124916001509,Diagnosis:9ccs257:Ot aftercare,0.21155572395240593,Diagnosis:9ccs92:Otitis media,0.19983936137056704,Diagnosis:9ccs253:Allergy,0.19760704941475915,Diagnosis:9ccs125:Bronchitis,0.1607408844049111,Diagnosis:9ccs90:Eye infectn,0.1514613261352029
Diagnosis:9ccs135:Intest infct,False,470,0.5033166373358603,3.115871731277358e-05,-2.9606245961056238e-05,9.19236805866034e-05,1.1878924322538005,0.925279414056932,1.5250403382680535,1.0000311592027507,0.9999703941922995,1.0000919279056977,Diagnosis:9ccs135:Intest infct,1.0,Number of Visits,0.29512532309264516,Diagnosis:9ccs126:Ot up rsp in,0.18198927041170793,Diagnosis:9ccs257:Ot aftercare,0.17063148437916636,Diagnosis:9ccs7:Viral infect,0.16840134723924635,Diagnosis:9ccs125:Bronchitis,0.16714704421579155,Diagnosis:9ccs92:Otitis media,0.1542305407169012,Diagnosis:9ccs10:Immuniz/scrn,0.14520082220881,Diagnosis:9ccs255:Social admin,0.13597097358464805,Diagnosis:9ccs155:Other GI dx,0.13098775865335988
Vital: Wt Change-avg1to3,False,316,0.47518162537791614,2.4453268267018508e-05,-2.3234893387869063e-05,7.214142992190609e-05,0.8189286887939533,0.5337171007926689,1.2565536992046022,1.0000244535672507,0.9999767653765401,1.0000721440321774,Diagnosis:9ccs162:Ot dx bladdr,-0.12408752498922596,Diagnosis:9ccs2619:e codes: other specified- nec,0.107283910756172,Diagnosis:9ccs214:GI cong anom,-0.08139836518153613,Diagnosis:9ccs154:Gastroent,-0.07556612526340441,Lab:306605 BILIRUBIN DIRECT - Sunrise,-0.0752204447421272,Diagnosis:9ccs109:Acute CVD,-0.07404052980125718,Diagnosis:9ccs133:Oth low resp,-0.07016159044241169,Diagnosis:9ccs258:Other screen,0.06507294160105936,Diagnosis:9ccs74:Ot mentl cnd,0.06392570884491926,Lab:292147 TSH - Sunrise,-0.06361995023370276
Vital: BMI-gain3to7,False,1478,0.5465908578132755,-2.3697906360783637e-05,-0.00045247680377357075,0.00040508099105200353,1.13006995477671,0.8931803865597945,1.42978744484952,0.9999763023744324,0.9995476255484175,1.0004051630474362,Diagnosis:9ccs127:COPD,0.08425388697014398,Diagnosis:9ccs222:Perint jaund,-0.07471885449692825,Lab:294048 STOOL CULTURE - LMC,-0.07365909031675451,Diagnosis:9ccs92:Otitis media,0.07323423652669382,Number of Visits,0.0718822197940977,Diagnosis:9ccs212:Ot bone dx,0.07106296190263704,Diagnosis:9ccs122:Pneumonia,0.06479273906710706,Diagnosis:9ccs126:Ot up rsp in,0.0642507354586842,Diagnosis:9ccs200:Oth skin dx,-0.06258689012396046,Diagnosis:9ccs181:Ot preg comp,-0.06155915736920573
Vital: HR-avg0to1,False,196,0.49690898425161323,-2.2898432681186937e-05,-6.755439226172372e-05,2.175752689934985e-05,1.5438979963570127,0.9614203882228161,2.4792703091738235,0.999977101829486,0.9999324478894849,1.0000217577635961,Diagnosis:9ccs104:Oth heart dx,0.1673565550368839,Diagnosis:9ccs259:Unclassified,0.14049488755142575,Newborn Diagnosis:9ccs204:Ot joint dx,0.09313373281897169,Newborn Diagnosis:9ccs239:Superfic inj,-0.09122618043197142,Newborn Diagnosis:9ccs97:Carditis,-0.09122618043197142,Newborn Diagnosis:9ccs104:Oth heart dx,-0.09122618043197142,Diagnosis:9ccs162:Ot dx bladdr,-0.08164904208127287,Diagnosis:9ccs213:Cardiac anom,0.08110013759304034,Diagnosis:9ccs6:Hepatitis,-0.07790871842700872,Diagnosis:9ccs4:Mycoses,0.07471607625886026
Vital: Wt Percentile-gain16to24,False,963,0.5498398086728937,2.148797168249152e-05,-2.0417341588552912e-05,6.339328495353595e-05,0.990559186637618,0.7283380279117146,1.3471869717492169,1.0000214882025507,0.999979582866844,1.0000633952943503,Diagnosis:9ccs138:Esophgeal dx,-0.08871050374660419,Number of Visits,-0.08436915559853016,Diagnosis:9ccs115:Aneurysm,-0.08219247284923038,Newborn Diagnosis:9ccs47:Ot bnign neo,-0.08165939606466616,Diagnosis:9ccs143:Abdom hernia,-0.07932493745547955,Diagnosis:9ccs4:Mycoses,-0.07128546669593738,Diagnosis:9ccs181:Ot preg comp,0.07068168657859186,Diagnosis:9ccs135:Intest infct,-0.06961418722760468,Diagnosis:9ccs127:COPD,-0.0643035533383024,Diagnosis:9ccs136:Teeth dx,-0.0557709372821668
Vital: BMI-gain16to24,False,1484,0.5466585442895177,1.638704473455277e-05,-0.000150533732397861,0.00018330782186696653,1.317182782107998,0.9949553600543414,1.743767158947721,1.0000163871790029,0.999849477597236,1.0001833246237724,Number of Visits,-0.10097556598197728,Diagnosis:9ccs259:Unclassified,-0.06624775384706846,Diagnosis:9ccs115:Aneurysm,-0.06590357454942741,Newborn Diagnosis:9ccs162:Ot dx bladdr,0.06511606865120637,Diagnosis:9ccs126:Ot up rsp in,-0.061843356997808054,Diagnosis:9ccs135:Intest infct,-0.06176588212392292,Diagnosis:9ccs66:Alchl-r mntl,-0.05822387173721926,Diagnosis:9ccs181:Ot preg comp,0.05674339902473318,Lab:321098 OCCULT BLOOD FECES - Sunrise,-0.055786443592106154,Lab:294205 TSH REFLEX TO FT4 - LMC,-0.05505363640070702
Vital: Wt for Length ZScore-gain0to24,True,1665,0.7606606200081223,9.79491293822344e-07,-4.1175149263301824e-07,2.3707340802777065e-06,4.511349449551696,3.5029367968802845,5.810060254040589,1.0000009794917735,0.9999995882485921,1.0000023707368906,Diagnosis:9ccs128:Asthma,0.10201274924039783,Diagnosis:9ccs95:Oth nerv dx,-0.08297763792208175,Number of Visits,0.0732323148663675,Diagnosis:9ccs86:Cataract,-0.07132727737008987,Diagnosis:9ccs138:Esophgeal dx,-0.070705218427708,Diagnosis:9ccs133:Oth low resp,0.06674412496072506,Diagnosis:9ccs92:Otitis media,0.0641850110376194,Diagnosis:9ccs122:Pneumonia,0.060853840814567205,Newborn Diagnosis:9ccs166:Oth male gen,-0.05611716318820071,Diagnosis:9ccs125:Bronchitis,0.054818766185903776
Vital: Wt for Length ZScore-gain0to3,False,1343,0.5537656242949325,4.995309539179748e-07,-4.439448678020519e-07,1.4430067756380014e-06,1.1767742156753467,0.9353879627718468,1.480452614094733,1.0000004995310787,0.9999995560552307,1.0000014430078168,Newborn Diagnosis:9ccs219:Low birth wt,-0.09823194368868583,Diagnosis:9ccs151:Oth liver dx,-0.08072732251788142,Diagnosis:9ccs216:Nerv cong an,-0.07443012027213072,Diagnosis:9ccs122:Pneumonia,0.07362848568882906,Diagnosis:9ccs198:Ot infl skin,0.06803826576689696,Diagnosis:9ccs145:Int obstruct,0.06593668576302378,Newborn Diagnosis:9ccs91:Other eye dx,-0.06452580241207655,Diagnosis:9ccs217:Ot cong anom,-0.06136687279845394,Diagnosis:9ccs72:Anxiety dx,-0.05768298501129775,Diagnosis:9ccs219:Low birth wt,-0.05631769350307759
